agency_id,agency_lat,agency_lon
80444,40.725301,-73.608169
90591,31.123758,-97.718002
82265,34.061575,-118.302002
82134,41.708066,-81.26688
90151,33.822342,-118.18954
84249,33.8326,-116.546778
84250,33.917329,-117.245825
83810,33.980578,-117.381332
80399,40.882321,-74.043739
81234,41.071816,-81.520056
84852,37.975565,-122.522751
82472,40.494212,-74.303222
84897,40.016188,-75.134692
90384,38.731146,-88.082555
90385,38.729486,-87.684808
90386,38.990867,-88.16851
90383,39.615108,-87.695685
90382,39.798285,-88.288533
90379,39.249,-88.165407
90381,39.005671,-87.750536
90648,39.479259,-88.374966
90380,39.500571,-88.193229
90378,39.33315,-87.88256
81514,35.910085,-79.064333
84345,41.493068,-81.599867
82770,39.247248,-88.16851
81154,31.770822,-106.468187
90551,41.445249,-82.136938
82273,47.580068,-122.312122
80139,37.675436,-122.079834
81409,42.317863,-71.116641
81643,40.765901,-73.016023
82549,,
82531,42.493824,-90.776642
90115,36.339477,-82.380636
83625,29.724663,-95.45735
82198,34.040805,-118.203236
83865,41.056892,-81.491146
80840,35.183235,-80.88992
80347,45.355142,-122.608841
84821,44.943454,-123.031363
90461,44.046353,-123.023059
90460,44.563416,-123.260947
80523,41.858957,-88.084686
90607,39.25753,-76.522641
90216,38.380061,-86.918992
80763,39.309462,-76.636088
80548,44.198688,-72.501988
84681,39.537558,-104.88157
90544,36.01515,-86.507635
84922,39.352891,-76.75634
81332,39.932575,-75.181131
81431,46.854158,-113.997617
80704,45.780313,-108.509849
81924,35.779321,-78.638001
80295,29.996304,-90.074604
84336,39.736554,-105.034002
80000,42.188091,-74.999882
81341,39.738986,-105.02878
90606,43.661612,-116.334648
90299,27.179916,-80.240922
90119,42.489269,-76.489109
90117,26.302854,-80.152222
83926,36.567543,-79.385417
83139,34.76854,-84.971495
81704,32.803802,-96.835764
90291,32.777235,-96.85626
82825,44.831679,-93.156534
90311,31.253459,-90.472095
82794,33.630985,-84.356719
90360,34.071115,-117.923854
90393,37.189198,-77.366984
84495,,
90392,28.538311,-81.369332
80626,40.685993,-73.881264
90514,40.203374,-77.189059
84050,25.769613,-80.214921
84320,33.484447,-81.992891
90374,41.530013,-88.074957
90458,32.792257,-116.965974
90585,35.947049,-85.029213
90590,47.656425,-117.42146
84701,33.998426,-117.339645
90589,33.44839,-112.073999
90273,32.663461,-117.104671
81005,33.747288,-116.987836
82722,33.998409,-117.339645
90523,26.398371,-80.100867
83526,35.385939,-94.422998
83528,36.3656,-94.215
83525,36.129344,-94.143028
80366,40.334185,-75.143383
82734,40.144461,-74.820514
84252,40.209974,-75.012661
90347,29.77582,-95.337754
81768,29.775781,-95.33684
83706,26.724708,-80.083986
81063,42.497303,-71.125101
83170,41.241571,-96.024318
82478,41.241543,-96.024099
83208,33.502037,-111.919625
90668,41.250297,-95.851937
80676,39.070159,-94.57893
80017,35.327904,-94.418922
81033,39.760451,-84.19446
80398,40.880027,-74.044135
82428,21.337765,-158.055183
84885,43.654264,-90.858165
84909,18.47083,-66.715622
84562,38.948358,-77.330878
90048,41.506432,-87.593059
84676,35.827878,-78.633662
83569,28.59774,-81.360033
90109,42.045294,-88.294066
80934,42.315488,-88.465063
80158,37.69662,-97.341494
80156,38.837948,-97.623531
80726,44.109141,-103.207941
90302,39.196717,-76.814803
80181,35.593071,-82.558562
81555,27.900068,-82.712859
81557,,
90224,40.815941,-74.218531
84804,26.136055,-80.225281
84327,39.993085,-75.135158
84053,44.948356,-93.263907
90120,39.354488,-76.686739
82308,38.065248,-84.476089
81226,33.107629,-90.052772
90408,27.437825,-82.449638
82272,36.185363,-115.260291
81128,39.095215,-94.413123
80199,33.196376,-87.544691
81850,42.490871,-71.087419
80118,41.686642,-88.075108
83558,34.741,-92.270465
82127,39.82929,-105.034566
84080,41.772405,-72.670699
90660,,
90080,39.959563,-76.720808
90490,42.274605,-87.951311
80284,40.632595,-73.973251
80887,44.957453,-93.126596
83584,35.223811,-80.836739
83942,28.802271,-81.729777
83941,28.809777,-81.266983
83940,29.647023,-81.634565
83939,29.233992,-81.055194
83938,29.17264,-82.087041
83937,28.298968,-81.403768
83936,28.837067,-82.333986
83934,28.552972,-81.376839
82190,39.840669,-88.95608
90027,,
80421,41.488014,-81.597759
90543,35.918275,-86.876255
81925,37.138973,-80.409558
83978,39.104055,-94.644991
90165,42.598027,-83.170889
84847,40.767858,-73.007079
84846,41.029671,-73.762604
81271,28.167585,-80.673864
83454,37.955515,-122.367193
84811,36.809319,-119.839172
90297,35.929582,-79.029629
84272,42.87591,-70.870241
83828,47.657763,-117.425209
90371,47.566629,-122.626899
84781,35.585371,-80.808277
81196,30.415967,-87.220159
81135,36.396494,-97.880106
82135,40.733697,-111.87679
81232,40.858368,-73.085378
83488,40.667879,-73.587336
83237,45.318411,-118.076275
81580,44.2146,-70.521
90549,40.800504,-81.373775
80228,40.223278,-111.662098
90582,36.336123,-95.611535
82407,37.969216,-87.566433
90218,40.13748,-87.396363
80198,34.778693,-86.617484
83123,34.480256,-87.272178
83122,34.178175,-86.842169
82231,34.574669,-86.98475
80096,41.231778,-80.505663
80662,44.938911,-93.391702
80482,48.228938,-101.263326
90537,30.389866,-88.521173
83674,42.791134,-86.074167
81337,40.610767,-75.355485
82159,38.707088,-90.361311
81015,35.439568,-97.518776
80197,34.818646,-87.658139
83248,34.486437,-87.734056
83246,34.76291,-87.696344
84987,40.786234,-80.772279
84543,41.91269,-84.619964
84544,41.886196,-84.041019
83679,42.23439,-84.415431
81611,37.603837,-77.545378
90222,36.935103,-82.62561
90220,37.269778,-79.95235
90553,37.224725,-77.408494
90552,37.081745,-76.466284
80068,41.238011,-75.873143
84147,32.488754,-114.77691
83901,39.971175,-82.980026
80842,40.020516,-82.918255
82221,32.457109,-84.9885
82396,39.726827,-104.998403
84269,42.290915,-71.07188
80985,43.917036,-69.964054
90248,30.389736,-89.108503
90322,33.716545,-116.234062
82934,36.280421,-83.517014
84591,35.290608,-81.554945
90619,27.971779,-82.798879
90205,40.03773,-75.120921
90659,34.237949,-77.945971
90573,44.962099,-89.626419
80142,38.357775,-122.001488
84755,27.947392,-82.456795
84535,41.675184,-86.252875
80999,29.409879,-98.500805
83808,30.15706,-85.660554
80304,42.588125,-87.819538
90510,35.262914,-81.185524
90217,41.60386,-87.336893
83888,43.315877,-76.418522
90554,34.196933,-79.770945
90602,42.358949,-71.059042
80266,39.169534,-86.536335
81141,39.710151,-104.812043
80260,31.575041,-84.153471
82171,36.284215,-77.281173
80841,41.507858,-81.669487
84280,29.711991,-95.5541
84378,41.855163,-87.634422
81146,36.866637,-76.287488
80395,34.796071,-96.680051
81705,32.240896,-110.978294
80039,33.434096,-112.07376
84911,36.233365,-115.161693
80103,41.812751,-87.623136
90550,40.687025,-73.821675
84629,40.748005,-73.888627
81540,39.848134,-75.359652
84144,42.390252,-71.035274
80371,42.098786,-79.227479
80372,42.469281,-79.318654
83070,42.253289,-79.506212
82128,35.037874,-85.313468
83853,35.793,-79.3996
81616,35.203726,-80.755079
81469,32.799451,-80.019034
82483,40.406304,-80.589449
81587,44.474707,-73.214614
84792,34.271496,-118.7651
82500,28.598616,-81.304387
90394,38.970555,-76.916143
90395,38.8677,-77.152609
80604,38.970555,-76.916143
90396,42.707271,-71.164567
90624,38.930676,-76.970633
82271,25.43516,-80.492429
84908,36.062976,-79.080146
83627,38.313644,-77.470227
80650,40.566857,-74.608782
90407,40.795816,-73.206718
80275,42.377058,-83.0954
90665,42.045126,-87.883683
90150,40.034158,-75.172667
80262,42.497602,-96.406714
82177,33.891415,-84.286475
90284,40.705326,-74.011241
80087,41.639831,-80.154012
83565,30.669935,-88.118227
81238,41.916542,-87.713288
80053,31.277147,-92.470356
90442,39.981816,-75.135692
80105,41.885556,-87.641901
81981,41.865391,-87.778395
80110,41.609915,-87.65301
83816,41.509493,-87.632399
84087,39.599431,-75.786268
82951,35.784211,-78.691464
83883,32.472215,-84.970217
90002,32.436469,-80.709064
84700,32.449836,-81.797918
84699,31.844966,-81.59175
82943,,
80245,39.279704,-81.54162
83533,37.186546,-93.262552
81735,42.336393,-122.861217
84612,43.810038,-91.25008
84611,43.423952,-88.182771
84610,43.777145,-88.447678
84609,43.765304,-87.712947
84625,43.153084,-77.575069
90149,28.444528,-81.429153
90181,18.444482,-66.066185
80509,,
80644,42.488452,-92.348929
81453,30.652099,-88.155032
83380,43.712509,-98.024076
83379,44.297507,-96.768259
83381,44.890071,-97.092444
83382,42.878323,-97.396488
83378,45.459055,-98.486438
81452,35.825335,-80.252223
81425,36.091799,-79.429843
81413,36.069904,-79.783219
81416,35.974936,-80.019935
82106,40.092703,-75.137028
82105,40.020361,-75.651421
82101,39.966465,-75.284915
82100,39.921254,-75.002383
80941,39.953103,-75.16794
82103,40.032937,-75.035589
90054,39.75102,-75.570046
84607,35.715222,-81.336501
82242,42.864262,-78.755842
83864,44.363444,-98.213551
81032,41.681086,-71.187721
82249,32.211405,-110.970254
81903,42.091002,-76.804975
81105,38.474551,-122.737843
81629,39.048072,-84.502119
90286,,
90285,37.087537,-94.50896
81131,41.105868,-80.654242
90518,45.497664,-122.638222
90629,45.623971,-122.60348
81395,29.588902,-90.718772
90020,40.720589,-74.186104
82144,33.899136,-84.29402
81189,37.137652,-93.289919
80212,38.276322,-104.612113
90319,30.103906,-94.136121
81394,27.956284,-82.794129
90670,32.492846,-93.748838
81392,36.863959,-76.400592
90022,32.82222,-96.863703
90042,28.569238,-81.31065
90465,38.572328,-92.190653
80434,41.869604,-80.782061
84577,46.592863,-120.579242
80822,45.549755,-94.188379
84578,44.489151,-88.025145
90019,39.923361,-75.090056
84574,40.591533,-75.456163
81612,43.771092,-91.218441
84049,38.927413,-77.034116
84886,41.480982,-72.802101
90388,42.746335,-84.559888
82170,34.25568,-77.945817
80146,37.351843,-85.337928
90288,41.101417,-73.807938
81323,42.082146,-72.593188
81848,30.249756,-93.193158
80125,39.410927,-88.806989
81966,39.599545,-88.606301
81968,,
81964,38.960545,-89.096345
81963,39.122322,-88.554039
80120,39.105498,-88.547162
83190,39.547215,-89.296405
81962,38.667381,-88.497203
90603,44.991335,-93.307746
80373,42.888886,-78.87263
80744,40.226612,-75.049593
90669,30.648152,-96.362309
82867,34.056668,-78.159796
80586,,
80211,39.749892,-105.058864
80736,40.67455,-73.963035
80188,41.077693,-85.137139
83997,41.811899,-87.70751
80145,39.087551,-84.494989
84492,27.941926,-82.731977
90277,42.338261,-83.13432
80835,41.174653,-73.195622
90572,35.468318,-79.170208
84164,31.306079,-89.309397
84322,41.464324,-81.515242
90468,40.036813,-105.281855
80101,40.170471,-80.249162
90191,42.97893,-82.468029
90219,40.136021,-97.178243
83626,38.918877,-78.191734
82153,40.505261,-78.408087
84638,44.069806,-103.159154
81499,46.268919,-114.15791
81062,42.874,-77.4294
81061,43.102235,-77.527727
80196,33.511197,-86.817229
90633,45.518188,-122.989622
81120,38.697268,-90.278359
81640,38.662464,-90.274601
80024,42.811875,-73.93666
82095,42.450194,-73.253378
80062,40.335422,-75.925082
83619,42.8988,-73.203251
83618,43.60548,-72.98349
81769,42.934231,-78.844179
84215,39.324114,-76.569999
90645,40.680042,-73.946109
90121,32.435756,-80.679377
82723,32.742281,-96.824313
81070,30.271162,-97.738778
81661,40.03052,-76.306159
81721,38.46759,-122.728753
80646,37.793779,-122.397219
90242,37.974764,-122.031424
90199,37.974674,-122.031113
81144,43.658812,-70.260038
81789,29.79264,-95.361198
81507,30.226427,-97.768305
82791,33.774729,-84.293844
84881,33.961828,-83.385258
84799,29.973489,-92.132305
84798,30.223329,-92.657883
84801,30.209337,-92.371119
82402,39.983101,-75.144262
81235,41.50631,-81.662461
90344,41.07538,-81.495358
82197,37.778011,-122.412451
83961,42.348478,-71.063217
83908,40.714396,-73.992576
83909,40.756441,-73.83308
81851,38.974513,-76.560006
84091,47.517441,-92.534535
83641,46.696311,-68.012065
83335,41.262153,-80.783665
82716,38.023281,-84.540859
83345,39.129766,-84.479003
80944,36.173919,-86.762514
83313,38.219905,-85.542444
83328,41.316547,-81.653796
80937,40.003469,-82.857721
84404,40.827453,-81.366197
83334,41.028216,-80.662747
81467,37.667334,-82.77536
81266,34.261539,-85.175157
90434,36.6456,-82.6419
81092,45.131964,-93.239892
80319,38.976408,-76.502425
84617,47.566615,-122.626655
84525,40.86715,-73.32201
81684,40.117524,-75.343049
82426,42.358378,-71.241159
90190,42.419036,-83.212522
81566,42.347402,-71.150204
84342,35.086366,-80.854376
83459,42.224861,-78.030458
80029,42.643609,-73.964745
83406,42.4725,-73.8068
80576,32.637388,-85.464844
82542,41.751392,-87.579741
81346,44.968759,-93.244556
81074,45.529077,-122.645677
82773,44.299681,-71.768327
80173,36.191287,-86.795572
81405,42.658026,-73.75812
90317,33.615788,-117.706822
90356,40.028001,-75.059034
82324,39.969261,-75.16001
90482,39.992572,-74.173791
82133,40.224647,-74.079958
80020,26.199796,-98.235837
90596,35.476373,-82.999339
90597,26.583134,-81.875277
81174,26.583134,-81.875277
83367,40.475649,-78.402031
80080,40.429232,-79.970717
80785,41.315,-75.771
83372,40.3287,-79.54
81518,40.220173,-76.98441
84819,26.062887,-80.231979
81809,33.540015,-112.183478
81052,32.242724,-110.909869
84715,43.048796,-87.943187
81188,40.441699,-79.996546
84865,42.353003,-71.061053
83831,42.707743,-71.153176
83967,37.72012,-75.667646
82063,41.896472,-87.631884
80015,42.368578,-122.862092
82754,37.472098,-122.133378
80790,42.442494,-83.283286
81524,36.182869,-86.748984
90409,37.657544,-122.113467
90377,26.457421,-80.095865
